look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Hazy golden-orange with visible effervescence, a creamy white head, good retention, and streaky lacing.  Smells of ripe banana, clove, hay, dried apricot, pear, apple skin, honeydew melon, and toast.  The taste follows the nose. Banana and dried apricot upfront, followed by toast and cracker, apple, pear, lemon, honeydew melon, green grape, hay and clove. A hint of sweetness throughout, but finishes dry and spicy.  The feel is medium-plus-ish, highly carbonated like champagne, providing a prickling and pillowy sensation that quickly rolls across the palate and disappears into dryness.  A sensational American saison! One of the OG American saisons, this stands up to the test of the time. Phenomenal stuff.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 Sarah did not like too happy too bitter no barnyard funk 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3 | taste: 4 | feel: 5 | overall: 4 -Appearance: Really big bubblebathy head on it. Got a little overzealous during the pour and had to wait for the head to dissipate before pouring the rest of the pint. Needless to say that the carbonation is great, leading to a nice champagne pop when opening. Cloudy amber in the glass with a decent amount of sediment.         -Nose: All yeasty and bready brings me back to the champagne comparison. Reeks of bananas and orange peel with a slight bit of hoppiness.        -Flavor: Great creamy mouthfeel. Orange peel, rye bread, with a decent amount of hops. A bit of petrol on the backend. Great finish but it doesn’t linger        -Rating: 4/5: This is a really good saison. Light and refreshing with a great mouthfeel. Just what one needs for a nice Spring day drinking session. I could knock back a few pints of this guy. Just a really balanced beer. The yeast in the brew balances really nicely with the extras they added.         -Cheers!   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Transparent gold color with a huge, fluffy, white head that lasts the entire glass and leaves tons of lacing. Smell is cloves, banana, lemon, pear, and just a general earthiness. Taste expands on the above flavors into an overall fruity and spicy beer; in addition to what I picked up in the smell, there's also coriander, orange peel, banana, and wheat. Very complex balance between sweet, spicy, and bitter. Feel is full and rich, somewhat high carbonation that makes it feel pleasantly prickly on the tongue. Starts out sweet and spicy, finishes somewhat dry and tart. My first time enjoying a saison and I will definitely be seeking out more thanks to this quality brew.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 The Saison that got me into Saisons. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 This is a very tasty farmhouse ale / saison. It was a delicious beer that was full-bodied and had some wonderful notes of orange peel, sweet malt and just a touch of ginger and coriander on the finish.   Had a little too much, large foamy white head and carbonation.   This is a wonderful representation though as to what a high quality farmhouse saison should be like.   Love it!   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4 Poured a golden color wiht some murkiness or coudiness. Very impressed with the head but it did quickly dissipate. Floral and fruity aromas hit the nose right away. There is also a sweetness and earthiness to the smell. I love the flavor, takes a minute to hit but its a rush to your taste buds. I really enjoyed the finish of this beer on the palate. Overall this was a great beer..   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.5 Look: Pours a nice straw yellow color with a slight haze to it. A big airy, fluffy, white colored head tops the beer off.     Smell: Banana peels, apples, coriander, fruity esters, something floral.    Taste: Very floral. Flower petals. Bananas. Lemongrass. Cloves. Overall, the bananas and the floral notes probably stand out the most, but it does have a well-rounded flavor for a beer of this style (even if it is on the fruity side), and the alcohol is hidden quite well.    Feel: Bubbly, sharp, and refreshing.    Overall: While it's not my favorite farmhouse ale, it's still a very good one. This style seems to waver quite a bit and this one I believe borders closer to a wheat ale or a hefeweizen more than other saison's do.   
look: 3.25 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 I've been searching for this in stores for a while now. Finally found it at Pizzeria Paradiso on P Street in DC. Ordered a 12 oz. bottle.    Look: Golden and hazy with a thin white head.    Smell: Nice saison yeastiness, lots of orange.    Taste: A little hoppy, strong on the orange and coriander. Nice malty aftertaste.    Feel: Highly carbonated and prickly. A bit watery/thin.    Overall: Good saison, would be very refreshing in the summer. Tastes almost more like a Belgian wheat beer, though.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Cloudy light golden/yellowish in color with a small white frothy head.    Smelling yeast, wheat?, orange slices, coriander.  Taste is light, fairly carbonated, slightly fizzy. Yeast, banana, clove. Very easy to drink.   
look: 4.25 | smell: 3 | taste: 2.75 | feel: 4 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 This is a very tasty farmhouse saison, and possibly one of the best ones I have tried lately. It was a delicious brew that was full-bodied and had some wonderful notes of orange peel, sweet malt and just a touch of ginger and coriander on the finish. A persistent large foamy white head and the carbonation was spot on for this beer. This is a wonderful representation as to what a high quality farmhouse saison should be like. Two thumbs up!   
look: 3.75 | smell: 4.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 From bottle, Pours a hazy gold with white foamy head. Aroma of bready yeast,citrus, banana, spices. Taste follows the nose banana, very fruity, spicey. Very nice, can't even tell the ABV.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Looks beautiful with a healthy foam head. Smell fruity and sweet. Taste is excellent with a light fruity tart. Mouthfeel is very smooth and very drinkable. Overall, I was glad I added this to my pick-6 pack. Will hopefully remember to pick up more of then on my next beer run.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 Really nice. Got this as part of a Ommegang gift pack. Reminded me of one of my favorite beers, Fin Du Monde and my favorite Belgian tripels. Nice color and fragrance. A lot of fruit notes and finishes with a nice tart note. I freaking love this beer and will definitely revisit it.    A lot of fruit notes going on at once, complex but incredibly quaff-able. Nice alcohol content without tasting boozy.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3 | smell: 3 | taste: 2.75 | feel: 2.5 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.75 | taste: 4.25 | feel: 5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Wonderful gold straw color with an exceptional amount of foam on the pour. The nose has a sour band smell (which is a lot nicer than that sounds). The taste keeps the fruit flavor but brings in a malty yeasty finish which is quite lovely. Well carbonated so refreshing and drinkable (I am partial to carbonation). Overall, it is an outstanding beer, however, the 7.7% ABV (which you don't really notice) would have made it hard to return to the fields for more work after a well earned lunch.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 2.75 | smell: 2.5 | taste: 3.5 | feel: 4.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 One of the more balanced entries in the Americanized Belgian pantheon, this has a nice interplay between delicately spicy yeast, malt, with a faint touch of brighter than normal fruit.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 A- Impressive looking cork top bottle that is heavy and of substance....a masculine brew for sure! The beer is champagne like in bubbly goodness and the head is an off white, two finger thick foamy layer over the brew itself....it retains quite nicely and gets rather puffy. Beautiful coloring too....yeast hazed golden/copper, and there is some dead yeast sediment at the bottom of the bottle too....nothing but good stuff happening appearance wise!    S- Velvety soft spices that remind me of clove, coriander and slight black pepper right off the bat, followed by mellow fruitiness (pears, pink lady/gala apple, soft citrus and notes of banana), yeasty buttery biscuit....finish seems somewhat dry.    T- The banana fruit flavor comes to life even more than the aromas let on, with the pear and apple/citrus notes now taking more of the back seat. Balancing light smooth malt sweetness that is slightly toasty and grainy/grassy cleanliness! The finish is slighty hoppy, and this becomes much more noticeable after the swallow when the back of the palate gets a tart/bitter floral tone. The spiciness is quite muted but detectable overall...just mild pepper and clove of note!    M/O- Very pleasant on the palate, and while there is a boatload of bubbly zing, it really allows the full expression of the mellow, balanced flavors to shine. Very well hidden alcohol and the beer will age well, as I have found out (BB or bottled July 2013)....this is a highly drinkable and social brew that could be enjoyed on many a night by and sort of club meeting or perhaps with a good meal! Prost!!!   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 750 mL bottle to Stella glass. Pours a bright, golden, cloudy orange with significant head. Very attractive. Smell is dry and slightly funky. Taste is heavy on wheat and is dry with some wheat-beer bubblegum flavors. Slightly chalky on the finish, which I find to be nicely unique. Bubbly, light-to-medium mouthfeel. A good saison that is big on spiciness rather than sweetness or bitterness. I enjoyed it. Not Ommegang's best but worth seeking out.   
look: 4.5 | smell: 3.25 | taste: 3.5 | feel: 4.25 | overall: 3.5 Poured from a 12 oz bottle into Weizen glass. L: big 3 finger head that fades slowly. Big white lacing. Cloudy dark straw with a lot of effervescence. Second glass, LEAVE the YEAST in the bottle. Does not affect smell, but does hide a lot subtle flavors. S: lemongrass and wheat. Hint of sour mash. Not bold. T: fruit stripe bubble gum. No hint of the sourness from the smell. F: crisp mouthfeel, bubbly and spice tingle. Good alcohol content, well hidden.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Appearance: Clear straw-yellow color with a generous white head that slowly subsided. Good looking beer.    Smell: Fruity pear-like notes, mild hay/grassy notes, and mild musky notes..    Taste: Following the nose, tart pear-like fruit notes, mild grassy/hay notes, and mild funk notes. The beer finishes dry with the grassy/hay notes.    Mouth-feel: Light-bodied with a fairly high level of carbonation. true to the style.    Overall: Good Saison. that's readily available and cost friendly to boot.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 4 Pours a gigantic 5 finger head in mug, lots of carbonation, a gold color.  Smells skunky, musty, funky.  Taste follows with yeast notes, mineral, ginger, coriander, orange peel, slightly sweet, leaves with a dry finish.  Mouthfeel is very carbonated, but light, reminds me of Pabst Blue Ribbon.  Overall an interesting beer, and I appreciate its' craftsmanship, but it is simply not a style that appeals to me.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 A; hazy; gold in color; 1 finger white head that receded to a wispy cap; very nice lacing;    S: orange for a moment, then lemon is predominant with coriander and black pepper in the background;    T: lemon and bread up front, then lemon through the finish; a touch of tartness toward the end; mild bitterness in the aftertaste;    M: light to medium bodied; moderate carbonation - a little prickly; a dry finish if you're patient;    O: very refreshing;   
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 **  09/05/12  Bottle to Glass; with Dinner at KC Prime.     AROMA: Fruity Citrus, with some breadyness.  LOOK: Bubbly Yellow  TASTE: Had 2 of these at dinner following a Sam Smith's Oatmeal Stout; and it still fared well.   FEEL: Crisp Carbonation    **   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 2.75 | taste: 2 | feel: 2.75 | overall: 2.75 I can't get into the taste of this beer. aside from the look and the alcohol percentage there's nothing good about this beer in my opinion, just not my style of beer.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3.75 | taste: 2.5 | feel: 2.75 | overall: 2.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 This was poured into a tulip.  The appearance was a light gold color with a big rocky white foamy head that takes a while to dissipate.  Once it does, speckled lacing clings to the glass and eventually slides.  The smell starts off with a rustic spicy peppercorn aroma running into some tart apples.  The taste was rustic with a tad of funk, slight spice slides in and brings in a light citrusy fruity balance.  It finishes semi-dry.  The mouthfeel was about medium bodied with some carbonation hitting on my tongue just a bit more than expected. Peppercorn spice does hit my tongue appropriately.  Overall, though I love Hennepin and how it also makes a great food beer, somehow, I tend to lean to Tank 7 as a quick go to when I can find it.   
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3.25 I really don't understand the hype about this saison. Not my personal preference. It is a bit too sour for me but has the typical Belgian peppery taste. It probably takes a while to develop a liking for it and I'm not there yet.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 1.25 | smell: 1.25 | taste: 1.25 | feel: 1.25 | overall: 1.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Reviewed 9/22/12    L: Pours a very light gold with a monstrous head that takes forever to subside.    S: Rustic, vibrant, strong, and spicy…superb. Smells of Granny Smith apples, some pears, and black peppercorn, with lots of noble hop aromas. Also has a leathery component but in the best possible way. This is what a saison should smell like.    T: Rustic yet refined. A bit more bitterness than most saisons, with noble hop taste throughout, which does not linger much on the palate. Slightly fruit notes than the nose, but plenty of apples, spice and leather. Has a touch of sweetness that brings out some of the fruit-like flavors and finishes semi-dry.    F: Medium body with lots of carbonation. Slick mouthfeel. Tremendously drinkable.    O: This is what beer is all about. Every aspect of this beer is superb and complex. Ommegang’s Hennepin is a gem.   
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Giving great reviews to Ommegang beers is starting to become repetitive to me, but I can't help it. Every beer I try from them is amazing. Hennepin is truly one of the best saisons I have tried. Not sour at all, but citrusy and delicious.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 We recently tried Hennepin in a delightful Mexican restaurant on a visit to the Baseball Hall of Fame in Cooperstown. Interesting and inviting cloudy orange color with a citrus taste. Overall an enjoyable beer I would love to get my hands on again!   
look: 4 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This was poured into a tulip.  The appearance was a soft hazy bronzed orange color with a one and a half finger-ed white foamy head that dissipated within less than about a minute. Trickling semi-foamy lacing stuck around the glass.  The smell had a nice sweet Belgian bready yet delicate citrus fruitiness and then highlights of a light peppery spice rolling in for the balance.  The taste was balanced very nicely between the breadiness, the citrus fruits, and then the spice all blending nice and sweet to spicy. A light fruity to spicy character shows its face in the aftertaste and it leaves a sweet fruity finish.  The mouthfeel is about a light to medium in body with a nice sessionability with this one. Crisp carbonation leads the way but isn't burdonsome as it is there, but allows the sweetness of the blended flavors to be somewhat wet yet slightly clingy, nicely done.  Overall, this was an extremely well done saison, so glad to have tried it and am looking forward to having again.   
look: 5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 1 of 9.6 fl oz bomber poured into a tulip glass.    A - translucent orange, three finger head, retains very well    S - funk, hay, citrus and spices.    T - follows the nose, with banana/clove notes.    M - solid. Carbonation medium, bounces between sharp and smooth.     O - glad I revisited it. A tasty saison.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 A - Pours a murky golden yellow color. Very fluffy and rather bubbly 2 1/2 finger head. Great head retention and lacing.     S - A beautiful blend of spices and herbs. Lemongrass, pepper, clove and minor citrus notes. Not overwhelming but very pleasant aroma all in all - floral and spiced.    L - A well done and fairly spot on saison. Lives up to the aromas detected; most dominate flavors are lemongrass and clove. Floral- mildly sweet aftertaste followed but that of spices such as pepper. Very light tasting beer in a good way.    M - Crisp/sharp beer that's fairly carbonated. Medium bodied. Very drinkable; aftertaste is a little harsh but mute.    O - A pretty amazing beer overall. Very drinkable and well defined with a lot to offer. Enjoyed and will enjoy again sometime in the future!   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 2.5 | smell: 2.25 | taste: 2 | feel: 2.25 | overall: 2.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Available in the local grocery - don't remember the price, but possibly ~$8.00 for corked bottle. Poured into tall tulips. Pours a beautiful, hazy lemonade yellow, with a frothy white head that sticks around and leaves big lace on the glass. Aroma is classic saison - yeasty, bready, a little lemon citrus. Taste is also classic saison. This is a wonderful, easy drinking, approachable saison. Mouth is smooth, creamy, medium-body - really good. Overall, I really loved this one - on par or possibly even better to me than Saison Dupont.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 12oz. bottle into a tulip.    A - Poured a slightly golden straw. Big, fluffy, white head.    S - Lemongrass, phenols, bready grains, seeds, pepper.    T - The slippery, complex yeast character hits right on the front. The subtle earthiness quickly dissipates as the bright, bready malt notes become more apparent. The yeast gets increasingly fruity and crisp as the citrus takes hold, with a bright, peppery finish.    M - Medium-light body, perfectly crisp yet delicate carbonation, and very slight dryness.    O - One of the best non-tart saisons I've ever had. Incredibly refreshing and loaded with subtle flavors.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 3 | taste: 4.5 | feel: 3.75 | overall: 4.25 Bought this bottle for my girl and I to enjoy. Reminds me of Lefe... brewed with grains of paradise, ginger, orange peel, coriander. Taste upfront is smooth when swallowed the taste rushes to your nose for an immediate boastful after taste of grains of paradise. Really well done beer. Cheers!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 L: Poured from a caged/corked bomber into a tulip, pours a dark golden yellow with a nice white head, about two fingers worth of foam, strong head retention, almost reminds me of a hefeweizen.     S: Citrus notes like lemon and orange dominate the nose, with mild inkings of some spices, bready malt, and a bit of yeast    T: I would dare to say a lemon tart like taste on the nose, that fades into a bit more of a malt flavor, with spices rounding out at the end.    F: Fairly light and refreshing, has a crisp, dry finish similar to champagne.    O: A delicious Saison from Ommegang. Obviously, each brewery has their own take on every style, and I like the almost citrus pastry flavor that this beer offers, but as you sip, it grows in complexity, a job well done.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3 | taste: 3 | feel: 5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Nice head on this beer. The smell is yeasty with a touch of spice and orange. The taste is really nice and smooth with a great mouthfeel. Some yeast and spice and a funky aftertaste. Gives Duvel a run for its money. yb   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 Look: Pours a hazy golden yellow color with a HUGE white fluffy head which is retained for quite some time.     Smell: Light hops with some citrus. A bit of bread and wheat    Taste: A lot of citrus sweetness, with some hop bitterness in the middle, finished by a saison sweetness.     Feel: Decent amount of carbonation, but still has a creamy, and chewy feel.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
