look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 Can. Hazy light amber. 1cm frothy head.   Tangerine, pine and grapefruit aroma. Distant apricot. Malt is subdued.  Mild version of the smell on tasting. Decent bitter completion.  Light to moderate body. Medium carbonation.  Good to taste a low ABV AIPA for a change.   
look: 3 | smell: 3 | taste: 2.75 | feel: 3 | overall: 3 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 Truly sessionable yet still an IPA and decently priced . Definitely a good summer beer with a crisp clean finis! Piney yet a tad juicey. As with most session IPAs the taste falls a little flat but very good for the style.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 Pours a very lightly cloudy amber with tall active head; subsides rather quickly, leaves moderate lacing. Some active carbonation visible throughout. Aroma is mostly of malt; not a good sign for an IPA, even a session; some very mild citrus / tangelo aroma. Taste follows with not much going on in the hop department; acidity from the carbonation is too pronounced up front with too little hops to drown it out. Some light taste of citrus, but it's mostly just the rather bland malt flavours that dominate. Even maybe a hint of adjunct-like flavour poking its way through at the end of each sip. Mouthfeel is neither full nor even close to juicy. Somewhat watery as I find most session IPAs are, sadly. Disappointing for Founders, even though I wasn't expecting much given that it's a 4.7% session. If you want to try a session that keeps all the flavour of a good IPA with a low ABV, you've got to try Maine Beer Company's "Post Ride Snack". It's the only session IPA with which I've been pleasantly surprised instead of disappointed.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Appearance: Slightly cloudy medium golden body is crowned by a massive, dense white head, which subsides only slowly. Rings of patchy broken lace adorn the glass walls. Sparse, fat bubbles drift lazily to the surface.    Aroma: Strong aroma of grapefruit rind and pine tar, these utterly dominate, though there is a quite pleasing note of pale malt, though subdued.    Taste: Begins with a strong surge of grapefruit rind, soon followed by prominent, but lesser pine tar flavors. As the taste progresses, the pale malt present as a slight bread presence. The taste draws to a close with a modest surge of piney hops.    Mouth feel: Soft, pleasant, and full, with a modest note of carbonation.    Drinkability/notes: A very nice choice for a warm summer day, a pleasing alternative to mass-produced pale lagers.    Presentation: Packaged in a standard twelve-ounce aluminum can, served in a New Belgium Brewing chalice.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3 | overall: 3.5 A golden-amber hoppy brew (can) with a fresh taste and a slight bittter finish. Hoppier Thai I recall whe I had it in a restaurant on tap. Pretty good IPA.   
look: 3.5 | smell: 3.25 | taste: 2 | feel: 2 | overall: 2.5 Tasted more like the can it came in, was very disappointed when I finally got to try this beer. 
look: 3.25 | smell: 4.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Can dated 6/26/17. Michigan pint glass.    A: brassy, orange-gold with three fingers of bright white head. Slightly hazy with modest visible carbonation. Lacing was better than expected, but not super. Retention was fair.    S: citrusy, resiny, floral hops. Very straight-up IPA smell; slight sweetness, just a hint.    T: immediately hoppy, resinous, floral arrival. Crisp, lightly bready middle rounds out to a grapefruit peel center that transitions across the ending and lasts through the finish.    M: lighter end of medium. Moderate carbonation.    O: I've had this three or four times, usually toward the end of the night at a party, and thought I liked it, but couldn't be sure. Well, confirmed, this is a great beer and I can see why it sells like hot cakes. It has more body than any session IPA I've had yet. The hops are standard IPA fare, none of these newfangled varieties that taste like crap after a month. Overall, this is just a pretty standard IPA in every respect but one - it has less than 5% ABV, and getting that to happen is a feat of artistry.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 Very nice initial taste, but seems rather uneventful at the end. Glad to have this from tap at Pies and Pints.... Founder's is one of our favorite breweries!   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 Poured from a 12 oz bottle. Bottled on 05/10/2017  Well after 1000 reviews i don't have much to add.  A nice session IPA but there are many better out there'  A mild easy drinking IPA.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 2.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 L: A clear golden hue, with a white head that quickly vanishes  S: Citrusy and fruity with a strong apricot scent  T: A light hop flavor, would prefer stronger taste but a great summer everyday drink  F: A light body with crisp mouth feel   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 Poured into a small chalice: color is gold, transparent, solid small bubbled head that presents at least 1/2 inch thick; head dissipates to light outer ring.     Smell is light toast, some hop presence, mainly grassy/floral hops.    Taste is just a straightforward easy drinking slightly hoppy beer, still find it odd these are considered 'ipas' and not just hopped up pale ales, but regardless the construction is well done and flavors are pleasant. Malt is light, maybe some toast, not emphatic or dramatic; hops are earthy, grass, herbal, hint of citrus rind.     Mouthfee is moderate, fairly strong dry/bitter quality which works at higher strengths with some more malt, but seems distracting on a lighter ale.     Overall, good beer, but nothing to separate from just a well constructed hoppy, pale ale.   
look: 3.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Light haze, golden to amber. More than an inch of foam. Big hoppy aroma. Light but earthy flavor with a hint of herbs and iodine. A decent go-to beer that you can find in a can or bottle at most any dive bar. Founder's mimicked the Sam Adams formula and produced a beer that's slightly better.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Canned 3 weeks ago.    This is a very standard, easy drinking IPA that focuses mostly on earthy and herbal characteristics of the hops used. Nothing too special, but often one of the best choices at gas stations, etc.    70/100   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 4.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 From the 19.2 oz (!) can. A very restrained blend of pine, lemon and orange with minimal bitterness. Mouthfeel is a little light, but very enjoyable. Carbonation is on the heavy side of medium. Finish is slightly dry and refreshing. An enjoyable and sessionable IPA.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 I am not a hop heavy guy or a high abv lover, but i do like IPAs. This beer was a great find as it allows me to enjoy the style without being blown away by bitterness or alcohol content. Very solid   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 my number 1 go to. right up there with sculpin as a favorite beer. 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 From the large can, it pours a solid amber with a nice head. The nose gets a pleasant piney scent. The mouth gets a hoppy yet not bitter flavor with the malt. Nice session ipa.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 Good IPA smooth smell and smooth while drinking it. All in all an easy drinker IPA with a good finish. 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Always looking for a nice session ale that can battle the bigger boys.    A strong atempt that poors a deeper gold/orange than expecting, with a pure white head that dissipates quickly.     The nose is flooded with pineapple and tropical fruit with hints of pine.    Flavor reverses this with strong pine up front, with tropical fruit and sweet malt finish.     A nice dryness that can be hard to achieve in this style without totally losing body.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.75 | feel: 3.5 | overall: 4 
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 Lives up to it's promise - truly sessionable yet still an IPA. There are lots of good sessionable craft ales out now that are decently priced (including this one, Dayblazer, and 12th of Never)- it's a good summer to be a beer drinker! This one is a piney yet grainy fizzer. A worthy foamer to take to the dome. (I would likely take 12th of Never in a pinch, though.)    I've housed quite a few of these on any given 2017 summer night! CHEERS!   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured from a 12 oz bottle into a pint glass    L: Clear light golden pour. 2 fingers of foamy white head. Solid lacing.    S: Crisp and hoppy. Good pine/resin notes.    T/F: Light malts.... grains giving way to a nice bitter hop presence. Good notes of pine and evergreen. Orange rind, coriander, and mild fruit. Light in body as intended, but with more oomph than most sessions. Finish is bitter. Well carbonated.    O: A very flavorful session IPA... one of the best I've had, and one that you could literally drink all day if so inclined.   
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.75 | overall: 3.5 Nice refreshing beer. Picked up a 19oz can for a couple bucks, def worth the price.   Hoppy flavor of an IPA, but not overly bitter. This is a good budget beer for a hot day.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 I like this stuff. A nice IPA, with the hops flavor and bite I enjoy, without kicking my butt with high ABV. Excellent. 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 3.5 | overall: 3.75 Amber body     Flavors are bright with light floral hops followed by a burst of bitterness and then bright light malts.     Carbonation is quite heavy but it's not out of character for the style.     Pretty good.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 4.25 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Clear, amber body with a light, white head, middling retention.  Beautiful aroma, floral and fruity like a walk through an orchard; peach, mango, rose petals.  Toasted malts and some fruitiness, but not as much as the aroma, touch of pineapple, dry finish and the hops kick in at the perfect level, mildly pithy; light-medium body , good carbonation.  Overall it has amazing balance, and is interesting without being TOO interesting - could definitely drink this one all day.   
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3 | taste: 4.25 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3 | feel: 3 | overall: 3.25 Had this from a 330 ml bottle. When poured out, it generates a huge white and frothy head, over a golden coloured brew. The aromas of this session IPA are rich in hoppy notes, especially of florals and fruits, all nicely balanced and distinct. Taste is less distinct, there are some floral, grass, pine and citrus notes, but seem a bit watered down and indistinct, except for a light bitter sweetness. The finish is medium, and it ends with a bit of a watery texture and note, although the average level of carbonation does make it smooth for most part. Net, great aromas, but a bit indistinct on he taste.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 It pours a straw yellow color with a foamy white head to it. The smell is floral with a grapefruit aroma also. Taste is of grapefruit with a Pitney bitter aftertaste to it. The body is light with a good amount of carbonation. Overall a enjoyable not overwhelming ipa.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 L: Very typical IPA look. Poured from 12 ounce can into cup.    S: Citrusy hops, slightly less smell than characteristic of most IPAs    T: Alcohol virtually absent except very slightly on the finish. Pine trees, slight citrus, balanced hops, slight bitterness closer to finish. Love that this does not have a bitter aftertaste at all. Makes me want to go for another sip. Slightly pine-like aftertaste which I like.    F: Decent mouthfeel. Carbonation feels slightly strange for some reason, but no complaints for the most part.    O: This has certainly grown on me. Sorta feels like drinking a tree if that makes sense. Good to have in the fridge. Makes you want to go back to it, but probably not something I'd drink super regularly. Won't get you hammered at a relatively low 4.7% for IPAs (perhaps thus the name --"All Day" haha.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 19.2oz can purchased at Bottles in Millwood, WA, for $1.99. According to the stamp on the bottom of the can this was canned on 4/25/17.    Poured into a large Boston Lager glass, this was a slightly chill hazed, coppery shade of amber, with a big, creamy,beige head. Lots of lace.    Grapefruity and piney hop aroma to this, with a malt presence I've come to expect from a midwest IPA.    Taste is like the nose, but the malts are a little closer to the hops. It's a little low on the hop flavor that I picked up in the nose, but still packs pretty good flavor for something 4.7% alcohol.    A little low in carbonation, with a body a little thicker than I expected for a session IPA.    For what I paid for this, it's a steal in its ubertallboy can. It's not bad for a session IPA, but there's two locally brewed examples I'd rank ahead of it. They don't come in an awesome can like this, however, so this could see some use on outdoor occasions this summer.   
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 As the name says, this is a beer when you're Session lasts "All Day". Full flavored, with enough bitter to remind you it's an IPA. Best out of a can poured into a glass, but the bottles will suffice.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3 | feel: 3.5 | overall: 3.25 L- Light, bubbly, small soapy head.   S- It's slightly grassy, more citrusy, some floral.  T- Slightly bitter, floral and slightly earthy. Very toned down.  F- Watery.  O- I could drink this all day-hint hint. But in all seriousness, this beer is meant to replace shit beer like bud light and corona. It's a refreshing, toned down session IPA that isn't meant to be a heavy hitter. Decent.   
look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2.75 Not great. Too much carbonation for me. 
look: 4.25 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 Poured a somwhat cloudy amber color with an appliance white 2 finger head. Little lacing was present. Aroma was floral hoppy. Taste was sweet malt up front followed by the piney hop bitterness but in a very balanced way. Moderate carbonation and body with a bit of an oily feel.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 4 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 2.75 | smell: 2.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 The beer has a nice white head and the body is golden in colour.    Strong citrus and pine notes that are really pleasant. Same for the taste. The hop bitterness is really lovely on this beer.    Light to medium bodied and the finish is crisp and refreshing.    This is a delightful beer if you enjoy this style. Perfect for anytime, especially hot summer days.   
look: 4.5 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.5 Founders All Day is an encouraging campaign for long afternoon cracklings with your mates but unfortunately falls flat to other session options. Luring me in with a sexy amber color and light head this brew makes further promises a strong fragrant head. Upfront you are hit with floral and citrus wafts on the nose with slight pine forest background. Unfortunately this is a style over substance problem as the sexy aroma and looks give way to overly aggressive hops which while encouragingly dry are muddled in their punch to the pallet. As you finish off a quaff the palate is left with a chalkly mineral dischord. Lots of lead up to a disappointing end. Not a bad beer overall but strictly middle of the road in terms of overall flavor. Body is a couple notches south of medium and finishes light on the tum making extended drinking feasible if you are buzzed enough to forgive the lack of finesse on the tastebuds buds.   
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 good beer - hops are upfront, satisfying, but loses something toward the bottom of the can. I find the text on the can interesting. something "like drink all day but keep your senses about you" it seems like a lawyer would have a field day with that. must try more founders. a little weak on the alcohol, but hey, I can drink it all day.   
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 3 | feel: 4 | overall: 3.5 $ 10/six pack of 12 oz bottles ($ 0.139/oz) at Oppermann’s, Saginaw, MI.  Bottled 2/15/17. Stored at 42 degrees and served at 42 degrees in a hand washed and dried Jester King snifter.  Aroma – citrus predominates with piney undertones.  Head – average (Maximum 3.5 cm, aggressive pour), off white, medium density, average duration, diminishing to a dense irregular five to ten mm ring and rocky partial layer fed by effervescence.  Lacing – excellent. Complete rings of tiny bubbles featuring stalactites and columns connecting the next ring.  Body medium yellow, almost clear (chill haze), effervescent.  Flavor odd. Definitely a citrus slant but a little chalk. Possibly a citrus fruit with which I’m not familiar. Not unpleasant. Some malt. No alcohol, no diacetyl.  Palate – light to medium, watery, lively carbonation.    One of the poorer offerings from Founders, IMHO. Perhaps Oppermann’s propensity to store large quantities of beer at room temperature has something to do with it. The chalky aftertaste makes this a case of one six pack and done.    Appearance 4.25, Aroma 4, Flavor 3, Palate 4, Overall 3.5.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 This is my first founders beer review so here goes.  The pour is a nice light golden color with a light head that recedes to a ring fast. However plenty of bubbles remain so looks like an average session ale, I give it a 4  The smell, loads of citrus and pine, but at a lighter level than say a double IPA. There's plenty to take in here and I'm lovin it. 4.5  Taste is equal to the smell. This is by no means a heavily flavored brew, but bygosh there's lots of different notes. There's a rich citrus quality, more on the lemon side. Also there is some pine, reminding me of when I've gone camping. Theres a decent malty backbone to it, but it is lighter than usual, and the flavor slips away quickly and doesn't linger. This is a very flavorful beer for 4.7%. I give it a 4.25  The mouthfeel is slightly watery but still tastes like a good beer, not much to say here so 4  Overall I like this beer as a session ale but its not what you are looking for if you want full flavor. 4.25   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Founder’s All Day IPA has become my regular rotation go to fridge beer. A good session blend of hops w/o slapping your taste buds excessively with pine needles, as well as very crisp and refreshing. Not filling at all and goes well with food. Also it’s only 147 cal a can so practically lite beer for people who actually love beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Can to becher pint glass, the appearance was a nice looking crisp amber color with a finger's worth of white foamy head that fell off at a moderate pace. Some stringy lace.  The aroma had a nice sweet grassy hop contour flowing over some light floral and steadying a slight malt base soaking in the hops.  The flavor was fully bittersweet bringing the hops to the malts and carrying a beautiful blend of it all into the aftertaste and finish.  The mouthfeel was between light and medium bodied with a nice sessionability about it. Carbonation felt good. ABV felt appropriate.  Overall, pretty nice IPA that I could have again, makes for a great session while fishing.   
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 From a 355ml bottle served at 13 degrees Celsius into a stemmed IPA glass. Best before date: 25.11.2017.    Look: A good-looking beer. It pours a veiled amber with two fingers of foamy, off-white head that settles to a small cap after three minutes. Decent persistence and poor lacing.    Smell: Nice, hoppy aroma. Medium intensity and well-balanced. Prominent hops with resinous, earthy, and citrusy notes of pine, cut grass, and pineapple. There's a honey-like malt backbone to support all that hoppiness. No esters and no alcohol.    Taste: Very much like the aroma. High hop flavour with citrusy lemon, resinous pine, cut grass, and pineapple. Low yet strong enough malt profile to make this a balanced brew. The finish is medium-dry and well-balanced.    Feel: Medium body with lively carbonation. Creamy, fizzy, and slightly drying. No apparent alcohol warmth.    Overall: All in all this a very good beer with no apparent flaws. Great flavour and very drinkable. An epitome to what an all day IPA should be. I'd have it again given the chance.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 "All Day IPA" is currently my favorite Session IPA. It has a great citrus flavor and the hops are wonderful. It's great to have the IPA flavor with less ABV.   
look: 3.25 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Not bad at all. Definite taste of grapefruit but a nice change up. I'm normally a German/Czech pilsner type but this was nice. I'd definitely have it again   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 Light bright golden color. Low head but lots of champagne-like bubbles. Smells of clean bright pine resin and a touch of creamy wheat and steel. Taste is bright green grass and a slight herbal oregano. Tasty, juicy, floral and smooth. Tons of fresh hop flavor without the big bite on the finish. Slightly thin on the texture, but that makes it very refreshing and clean. Slight dry finish but crisp and tangy. Love that this comes in a 19.2oz can.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4 Literally bought this one and will leave all others alone, in the fridge, and run out to buy more. AWESOME BEER and light alcohol. 
